barcode,in_tissue,array_row,array_col,pxl_row,pxl_col
SYNTH-1-9-1-Topic-8-Cell-4,1,1.0,9.0,144.6730967202666,984.2500281667286
SYNTH-1-10-1-Topic-8-Cell-1,1,1.0,10.0,100.0,1050.0
SYNTH-1-10-1-Topic-8-Cell-2,1,1.0,10.0,121.95343456349953,1026.0355114624547
SYNTH-1-10-1-Topic-8-Cell-3,1,1.0,10.0,54.21404561588323,1054.0182559818381
SYNTH-1-10-1-Topic-8-Cell-4,1,1.0,10.0,144.6730967202666,1084.2500281667287
SYNTH-1-11-1-Topic-0-Cell-1,1,1.0,11.0,100.0,1150.0
SYNTH-1-11-1-Topic-0-Cell-2,1,1.0,11.0,117.92490426071794,1130.4330770454126
SYNTH-1-11-1-Topic-7-Cell-3,1,1.0,11.0,62.61592479085583,1153.2808922704633
SYNTH-1-11-1-Topic-8-Cell-4,1,1.0,11.0,136.4754307315513,1177.9650308948123
SYNTH-1-11-1-Topic-8-Cell-5,1,1.0,11.0,90.755767148638,1097.7390123930243
SYNTH-1-11-1-Topic-8-Cell-6,1,1.0,11.0,68.15237665249717,1200.065579198177
SYNTH-1-12-1-Topic-0-Cell-1,1,1.0,12.0,100.0,1250.0
SYNTH-1-12-1-Topic-0-Cell-2,1,1.0,12.0,121.95343456349953,1226.0355114624547
SYNTH-1-12-1-Topic-8-Cell-3,1,1.0,12.0,54.21404561588323,1254.0182559818381
SYNTH-1-12-1-Topic-8-Cell-4,1,1.0,12.0,144.6730967202666,1284.2500281667287
SYNTH-1-13-1-Topic-0-Cell-1,1,1.0,13.0,100.0,1350.0
SYNTH-1-13-1-Topic-0-Cell-2,1,1.0,13.0,117.92490426071794,1330.4330770454126
SYNTH-1-13-1-Topic-8-Cell-3,1,1.0,13.0,62.61592479085583,1353.2808922704633
SYNTH-1-13-1-Topic-8-Cell-4,1,1.0,13.0,136.4754307315513,1377.9650308948123
SYNTH-1-13-1-Topic-8-Cell-5,1,1.0,13.0,90.755767148638,1297.7390123930243
SYNTH-1-13-1-Topic-10-Cell-6,1,1.0,13.0,68.15237665249717,1400.065579198177
SYNTH-1-14-1-Topic-0-Cell-1,1,1.0,14.0,100.0,1450.0
SYNTH-1-14-1-Topic-2-Cell-2,1,1.0,14.0,117.92490426071794,1430.4330770454126
SYNTH-1-14-1-Topic-2-Cell-3,1,1.0,14.0,62.61592479085583,1453.2808922704633
SYNTH-1-14-1-Topic-7-Cell-4,1,1.0,14.0,136.4754307315513,1477.9650308948123
SYNTH-1-14-1-Topic-8-Cell-5,1,1.0,14.0,90.755767148638,1397.7390123930243
SYNTH-1-14-1-Topic-9-Cell-6,1,1.0,14.0,68.15237665249717,1500.065579198177
SYNTH-1-15-1-Topic-0-Cell-1,1,1.0,15.0,100.0,1550.0
SYNTH-1-15-1-Topic-0-Cell-2,1,1.0,15.0,119.63574880943135,1528.5655098336135
SYNTH-1-15-1-Topic-0-Cell-3,1,1.0,15.0,59.04779743296415,1553.5940374105542
SYNTH-1-15-1-Topic-8-Cell-4,1,1.0,15.0,139.9568324127756,1580.634156484835
SYNTH-1-15-1-Topic-8-Cell-5,1,1.0,15.0,89.87345028095746,1492.750956420323
SYNTH-1-16-1-Topic-0-Cell-1,1,1.0,16.0,100.0,1650.0
SYNTH-1-16-1-Topic-0-Cell-2,1,1.0,16.0,117.92490426071794,1630.4330770454126
SYNTH-1-16-1-Topic-0-Cell-3,1,1.0,16.0,62.61592479085583,1653.2808922704633
SYNTH-1-16-1-Topic-0-Cell-4,1,1.0,16.0,136.4754307315513,1677.9650308948123
SYNTH-1-16-1-Topic-0-Cell-5,1,1.0,16.0,90.755767148638,1597.7390123930243
SYNTH-1-16-1-Topic-0-Cell-6,1,1.0,16.0,68.15237665249717,1700.065579198177
SYNTH-1-17-1-Topic-0-Cell-1,1,1.0,17.0,100.0,1750.0
SYNTH-1-17-1-Topic-0-Cell-2,1,1.0,17.0,116.5952366510713,1731.884549437942
SYNTH-1-17-1-Topic-0-Cell-3,1,1.0,17.0,65.38907175996559,1753.0375160091833
SYNTH-1-17-1-Topic-0-Cell-4,1,1.0,17.0,133.76968691913163,1775.8905876931776
SYNTH-1-17-1-Topic-7-Cell-5,1,1.0,17.0,91.44150341923134,1701.6157272394978
SYNTH-1-17-1-Topic-8-Cell-6,1,1.0,17.0,70.51483017489629,1796.3517195284267
SYNTH-1-17-1-Topic-8-Cell-7,1,1.0,17.0,158.1150977231786,1734.3774525747567
SYNTH-1-18-1-Topic-0-Cell-1,1,1.0,18.0,100.0,1850.0
SYNTH-1-18-1-Topic-8-Cell-2,1,1.0,18.0,119.63574880943135,1828.5655098336135
SYNTH-1-18-1-Topic-8-Cell-3,1,1.0,18.0,59.04779743296415,1853.5940374105542
SYNTH-1-18-1-Topic-8-Cell-4,1,1.0,18.0,139.9568324127756,1880.634156484835
SYNTH-1-18-1-Topic-8-Cell-5,1,1.0,18.0,89.87345028095746,1792.750956420323
SYNTH-1-19-1-Topic-8-Cell-1,1,1.0,19.0,100.0,1950.0
SYNTH-1-19-1-Topic-8-Cell-2,1,1.0,19.0,117.92490426071794,1930.4330770454126
SYNTH-1-19-1-Topic-8-Cell-3,1,1.0,19.0,62.61592479085583,1953.2808922704633
SYNTH-1-19-1-Topic-8-Cell-4,1,1.0,19.0,136.4754307315513,1977.9650308948123
SYNTH-1-19-1-Topic-8-Cell-5,1,1.0,19.0,90.755767148638,1897.7390123930243
SYNTH-1-19-1-Topic-8-Cell-6,1,1.0,19.0,68.15237665249717,2000.065579198177
SYNTH-1-20-1-Topic-7-Cell-1,1,1.0,20.0,100.0,2050.0
SYNTH-1-20-1-Topic-8-Cell-2,1,1.0,20.0,121.95343456349953,2026.0355114624547
SYNTH-1-20-1-Topic-8-Cell-3,1,1.0,20.0,54.21404561588323,2054.018255981838
SYNTH-1-20-1-Topic-8-Cell-4,1,1.0,20.0,144.6730967202666,2084.2500281667285
SYNTH-1-21-1-Topic-0-Cell-1,1,1.0,21.0,100.0,2150.0
SYNTH-1-21-1-Topic-4-Cell-2,1,1.0,21.0,119.63574880943135,2128.5655098336138
SYNTH-1-21-1-Topic-8-Cell-3,1,1.0,21.0,59.04779743296415,2153.594037410554
SYNTH-1-21-1-Topic-9-Cell-4,1,1.0,21.0,139.9568324127756,2180.634156484835
SYNTH-1-21-1-Topic-9-Cell-5,1,1.0,21.0,89.87345028095746,2092.750956420323
SYNTH-1-22-1-Topic-0-Cell-1,1,1.0,22.0,100.0,2250.0
SYNTH-1-22-1-Topic-0-Cell-2,1,1.0,22.0,119.63574880943135,2228.5655098336138
SYNTH-1-22-1-Topic-0-Cell-3,1,1.0,22.0,59.04779743296415,2253.594037410554
SYNTH-1-22-1-Topic-8-Cell-4,1,1.0,22.0,139.9568324127756,2280.634156484835
SYNTH-1-22-1-Topic-8-Cell-5,1,1.0,22.0,89.87345028095746,2192.750956420323
SYNTH-1-23-1-Topic-0-Cell-1,1,1.0,23.0,100.0,2350.0
SYNTH-1-23-1-Topic-0-Cell-2,1,1.0,23.0,117.92490426071794,2330.4330770454126
SYNTH-1-23-1-Topic-0-Cell-3,1,1.0,23.0,62.61592479085583,2353.2808922704635
SYNTH-1-23-1-Topic-0-Cell-4,1,1.0,23.0,136.4754307315513,2377.965030894812
SYNTH-1-23-1-Topic-0-Cell-5,1,1.0,23.0,90.755767148638,2297.7390123930245
SYNTH-1-23-1-Topic-0-Cell-6,1,1.0,23.0,68.15237665249717,2400.065579198177
SYNTH-1-24-1-Topic-0-Cell-1,1,1.0,24.0,100.0,2450.0
SYNTH-1-24-1-Topic-7-Cell-2,1,1.0,24.0,121.95343456349953,2426.0355114624545
SYNTH-1-24-1-Topic-8-Cell-3,1,1.0,24.0,54.21404561588323,2454.018255981838
SYNTH-1-24-1-Topic-8-Cell-4,1,1.0,24.0,144.6730967202666,2484.2500281667285
SYNTH-1-25-1-Topic-8-Cell-1,1,1.0,25.0,100.0,2550.0
SYNTH-1-25-1-Topic-8-Cell-2,1,1.0,25.0,119.63574880943135,2528.5655098336138
SYNTH-1-25-1-Topic-8-Cell-3,1,1.0,25.0,59.04779743296415,2553.594037410554
SYNTH-1-25-1-Topic-8-Cell-4,1,1.0,25.0,139.9568324127756,2580.634156484835
SYNTH-1-25-1-Topic-9-Cell-5,1,1.0,25.0,89.87345028095746,2492.750956420323
SYNTH-1-26-1-Topic-6-Cell-1,1,1.0,26.0,100.0,2650.0
SYNTH-1-26-1-Topic-6-Cell-2,1,1.0,26.0,121.95343456349953,2626.0355114624545
SYNTH-1-26-1-Topic-8-Cell-3,1,1.0,26.0,54.21404561588323,2654.018255981838
SYNTH-1-26-1-Topic-8-Cell-4,1,1.0,26.0,144.6730967202666,2684.2500281667285
SYNTH-1-27-1-Topic-0-Cell-1,1,1.0,27.0,100.0,2750.0
SYNTH-1-27-1-Topic-0-Cell-2,1,1.0,27.0,119.63574880943135,2728.5655098336138
SYNTH-1-27-1-Topic-4-Cell-3,1,1.0,27.0,59.04779743296415,2753.594037410554
SYNTH-1-27-1-Topic-4-Cell-4,1,1.0,27.0,139.9568324127756,2780.634156484835
SYNTH-1-27-1-Topic-8-Cell-5,1,1.0,27.0,89.87345028095746,2692.750956420323
SYNTH-1-28-1-Topic-5-Cell-1,1,1.0,28.0,100.0,2850.0
SYNTH-1-28-1-Topic-7-Cell-2,1,1.0,28.0,119.63574880943135,2828.5655098336138
SYNTH-1-28-1-Topic-7-Cell-3,1,1.0,28.0,59.04779743296415,2853.594037410554
SYNTH-1-28-1-Topic-8-Cell-4,1,1.0,28.0,139.9568324127756,2880.634156484835
SYNTH-1-28-1-Topic-8-Cell-5,1,1.0,28.0,89.87345028095746,2792.750956420323
SYNTH-1-29-1-Topic-0-Cell-1,1,1.0,29.0,100.0,2950.0
SYNTH-1-29-1-Topic-0-Cell-2,1,1.0,29.0,119.63574880943135,2928.5655098336138
SYNTH-1-29-1-Topic-0-Cell-3,1,1.0,29.0,59.04779743296415,2953.594037410554
SYNTH-1-29-1-Topic-7-Cell-4,1,1.0,29.0,139.9568324127756,2980.634156484835
SYNTH-1-29-1-Topic-8-Cell-5,1,1.0,29.0,89.87345028095746,2892.750956420323
SYNTH-1-30-1-Topic-0-Cell-1,1,1.0,30.0,100.0,3050.0
SYNTH-1-30-1-Topic-0-Cell-2,1,1.0,30.0,117.92490426071794,3030.4330770454126
SYNTH-1-30-1-Topic-8-Cell-3,1,1.0,30.0,62.61592479085583,3053.2808922704635
SYNTH-1-30-1-Topic-8-Cell-4,1,1.0,30.0,136.4754307315513,3077.965030894812
SYNTH-1-30-1-Topic-8-Cell-5,1,1.0,30.0,90.755767148638,2997.7390123930245
SYNTH-1-30-1-Topic-8-Cell-6,1,1.0,30.0,68.15237665249717,3100.065579198177
SYNTH-1-31-1-Topic-8-Cell-1,1,1.0,31.0,100.0,3150.0
SYNTH-1-31-1-Topic-8-Cell-2,1,1.0,31.0,119.63574880943135,3128.5655098336138
SYNTH-1-31-1-Topic-8-Cell-3,1,1.0,31.0,59.04779743296415,3153.594037410554
SYNTH-1-31-1-Topic-8-Cell-4,1,1.0,31.0,139.9568324127756,3180.634156484835
SYNTH-1-31-1-Topic-8-Cell-5,1,1.0,31.0,89.87345028095746,3092.750956420323
SYNTH-1-32-1-Topic-7-Cell-1,1,1.0,32.0,100.0,3250.0
SYNTH-1-32-1-Topic-7-Cell-2,1,1.0,32.0,119.63574880943135,3228.5655098336138
SYNTH-1-32-1-Topic-8-Cell-3,1,1.0,32.0,59.04779743296415,3253.594037410554
SYNTH-1-32-1-Topic-8-Cell-4,1,1.0,32.0,139.9568324127756,3280.634156484835
SYNTH-1-32-1-Topic-8-Cell-5,1,1.0,32.0,89.87345028095746,3192.750956420323
SYNTH-1-33-1-Topic-8-Cell-1,1,1.0,33.0,100.0,3350.0
SYNTH-1-33-1-Topic-8-Cell-2,1,1.0,33.0,119.63574880943135,3328.5655098336138
SYNTH-1-33-1-Topic-8-Cell-3,1,1.0,33.0,59.04779743296415,3353.594037410554
SYNTH-1-33-1-Topic-8-Cell-4,1,1.0,33.0,139.9568324127756,3380.634156484835
SYNTH-1-33-1-Topic-9-Cell-5,1,1.0,33.0,89.87345028095746,3292.750956420323
SYNTH-1-34-1-Topic-0-Cell-1,1,1.0,34.0,100.0,3450.0
SYNTH-1-34-1-Topic-8-Cell-2,1,1.0,34.0,117.92490426071794,3430.4330770454126
SYNTH-1-34-1-Topic-8-Cell-3,1,1.0,34.0,62.61592479085583,3453.2808922704635
SYNTH-1-34-1-Topic-8-Cell-4,1,1.0,34.0,136.4754307315513,3477.965030894812
SYNTH-1-34-1-Topic-8-Cell-5,1,1.0,34.0,90.755767148638,3397.7390123930245
SYNTH-1-34-1-Topic-8-Cell-6,1,1.0,34.0,68.15237665249717,3500.065579198177
SYNTH-1-35-1-Topic-0-Cell-1,1,1.0,35.0,100.0,3550.0
SYNTH-1-35-1-Topic-0-Cell-2,1,1.0,35.0,117.92490426071794,3530.4330770454126
SYNTH-1-35-1-Topic-4-Cell-3,1,1.0,35.0,62.61592479085583,3553.2808922704635
SYNTH-1-35-1-Topic-8-Cell-4,1,1.0,35.0,136.4754307315513,3577.965030894812
SYNTH-1-35-1-Topic-8-Cell-5,1,1.0,35.0,90.755767148638,3497.7390123930245
SYNTH-1-35-1-Topic-8-Cell-6,1,1.0,35.0,68.15237665249717,3600.065579198177
SYNTH-1-36-1-Topic-7-Cell-1,1,1.0,36.0,100.0,3650.0
SYNTH-1-36-1-Topic-7-Cell-2,1,1.0,36.0,119.63574880943135,3628.5655098336138
SYNTH-1-36-1-Topic-8-Cell-3,1,1.0,36.0,59.04779743296415,3653.594037410554
SYNTH-1-36-1-Topic-8-Cell-4,1,1.0,36.0,139.9568324127756,3680.634156484835
SYNTH-1-36-1-Topic-10-Cell-5,1,1.0,36.0,89.87345028095746,3592.750956420323
SYNTH-1-37-1-Topic-0-Cell-1,1,1.0,37.0,100.0,3750.0
SYNTH-1-37-1-Topic-8-Cell-2,1,1.0,37.0,119.63574880943135,3728.5655098336138
SYNTH-1-37-1-Topic-8-Cell-3,1,1.0,37.0,59.04779743296415,3753.594037410554
SYNTH-1-37-1-Topic-8-Cell-4,1,1.0,37.0,139.9568324127756,3780.634156484835
SYNTH-1-37-1-Topic-8-Cell-5,1,1.0,37.0,89.87345028095746,3692.750956420323
SYNTH-1-38-1-Topic-0-Cell-1,1,1.0,38.0,100.0,3850.0
SYNTH-1-38-1-Topic-0-Cell-2,1,1.0,38.0,119.63574880943135,3828.5655098336138
SYNTH-1-38-1-Topic-0-Cell-3,1,1.0,38.0,59.04779743296415,3853.594037410554
SYNTH-1-38-1-Topic-8-Cell-4,1,1.0,38.0,139.9568324127756,3880.634156484835
SYNTH-1-38-1-Topic-8-Cell-5,1,1.0,38.0,89.87345028095746,3792.750956420323
SYNTH-1-39-1-Topic-7-Cell-1,1,1.0,39.0,100.0,3950.0
SYNTH-1-39-1-Topic-7-Cell-2,1,1.0,39.0,125.34964270974658,3922.328192183713
SYNTH-1-39-1-Topic-7-Cell-3,1,1.0,39.0,47.130933822452505,3954.6398823455743
SYNTH-1-40-1-Topic-7-Cell-1,1,1.0,40.0,100.0,4050.0
SYNTH-1-40-1-Topic-7-Cell-2,1,1.0,40.0,117.92490426071794,4030.4330770454126
SYNTH-1-40-1-Topic-7-Cell-3,1,1.0,40.0,62.61592479085583,4053.2808922704635
SYNTH-1-40-1-Topic-7-Cell-4,1,1.0,40.0,136.4754307315513,4077.965030894812
SYNTH-1-40-1-Topic-8-Cell-5,1,1.0,40.0,90.755767148638,3997.7390123930245
SYNTH-1-40-1-Topic-8-Cell-6,1,1.0,40.0,68.15237665249717,4100.065579198177
SYNTH-1-41-1-Topic-7-Cell-1,1,1.0,41.0,100.0,4150.0
SYNTH-1-41-1-Topic-8-Cell-2,1,1.0,41.0,121.95343456349953,4126.035511462454
SYNTH-1-41-1-Topic-8-Cell-3,1,1.0,41.0,54.21404561588323,4154.018255981839
SYNTH-1-41-1-Topic-8-Cell-4,1,1.0,41.0,144.6730967202666,4184.250028166729
SYNTH-1-42-1-Topic-8-Cell-1,1,1.0,42.0,100.0,4250.0
SYNTH-1-42-1-Topic-8-Cell-2,1,1.0,42.0,119.63574880943135,4228.565509833614
SYNTH-1-42-1-Topic-8-Cell-3,1,1.0,42.0,59.04779743296415,4253.594037410554
SYNTH-1-42-1-Topic-8-Cell-4,1,1.0,42.0,139.9568324127756,4280.634156484835
SYNTH-1-42-1-Topic-8-Cell-5,1,1.0,42.0,89.87345028095746,4192.750956420323
SYNTH-1-43-1-Topic-7-Cell-1,1,1.0,43.0,100.0,4350.0
SYNTH-1-43-1-Topic-7-Cell-2,1,1.0,43.0,121.95343456349953,4326.035511462454
SYNTH-1-43-1-Topic-8-Cell-3,1,1.0,43.0,54.21404561588323,4354.018255981839
SYNTH-1-43-1-Topic-8-Cell-4,1,1.0,43.0,144.6730967202666,4384.250028166729
SYNTH-1-44-1-Topic-8-Cell-1,1,1.0,44.0,100.0,4450.0
SYNTH-1-44-1-Topic-8-Cell-2,1,1.0,44.0,119.63574880943135,4428.565509833614
SYNTH-1-44-1-Topic-8-Cell-3,1,1.0,44.0,59.04779743296415,4453.594037410554
SYNTH-1-44-1-Topic-8-Cell-4,1,1.0,44.0,139.9568324127756,4480.634156484835
SYNTH-1-44-1-Topic-8-Cell-5,1,1.0,44.0,89.87345028095746,4392.750956420323
SYNTH-1-45-1-Topic-8-Cell-1,1,1.0,45.0,100.0,4550.0
SYNTH-1-46-1-Topic-0-Cell-1,1,1.0,46.0,100.0,4650.0
SYNTH-1-46-1-Topic-8-Cell-2,1,1.0,46.0,119.63574880943135,4628.565509833614
SYNTH-1-46-1-Topic-8-Cell-3,1,1.0,46.0,59.04779743296415,4653.594037410554
SYNTH-1-46-1-Topic-8-Cell-4,1,1.0,46.0,139.9568324127756,4680.634156484835
SYNTH-1-46-1-Topic-8-Cell-5,1,1.0,46.0,89.87345028095746,4592.750956420323
SYNTH-1-47-1-Topic-0-Cell-1,1,1.0,47.0,100.0,4750.0
SYNTH-1-47-1-Topic-4-Cell-2,1,1.0,47.0,119.63574880943135,4728.565509833614
SYNTH-1-47-1-Topic-7-Cell-3,1,1.0,47.0,59.04779743296415,4753.594037410554
SYNTH-1-47-1-Topic-8-Cell-4,1,1.0,47.0,139.9568324127756,4780.634156484835
SYNTH-1-47-1-Topic-8-Cell-5,1,1.0,47.0,89.87345028095746,4692.750956420323
SYNTH-1-48-1-Topic-0-Cell-1,1,1.0,48.0,100.0,4850.0
SYNTH-1-48-1-Topic-7-Cell-2,1,1.0,48.0,119.63574880943135,4828.565509833614
SYNTH-1-48-1-Topic-7-Cell-3,1,1.0,48.0,59.04779743296415,4853.594037410554
SYNTH-1-48-1-Topic-8-Cell-4,1,1.0,48.0,139.9568324127756,4880.634156484835
SYNTH-1-48-1-Topic-9-Cell-5,1,1.0,48.0,89.87345028095746,4792.750956420323
SYNTH-1-49-1-Topic-0-Cell-1,1,1.0,49.0,100.0,4950.0
SYNTH-1-49-1-Topic-0-Cell-2,1,1.0,49.0,117.92490426071794,4930.433077045413
SYNTH-1-49-1-Topic-0-Cell-3,1,1.0,49.0,62.61592479085583,4953.2808922704635
SYNTH-1-49-1-Topic-0-Cell-4,1,1.0,49.0,136.4754307315513,4977.965030894812
SYNTH-1-49-1-Topic-7-Cell-5,1,1.0,49.0,90.755767148638,4897.7390123930245
SYNTH-1-49-1-Topic-8-Cell-6,1,1.0,49.0,68.15237665249717,5000.065579198177
SYNTH-1-50-1-Topic-0-Cell-1,1,1.0,50.0,100.0,5050.0
SYNTH-1-50-1-Topic-7-Cell-2,1,1.0,50.0,119.63574880943135,5028.565509833614
SYNTH-1-50-1-Topic-8-Cell-3,1,1.0,50.0,59.04779743296415,5053.594037410554
SYNTH-1-50-1-Topic-8-Cell-4,1,1.0,50.0,139.9568324127756,5080.634156484835
SYNTH-1-50-1-Topic-8-Cell-5,1,1.0,50.0,89.87345028095746,4992.750956420323
SYNTH-2-1-1-Topic-7-Cell-1,1,2.0,1.0,200.0,100.0
SYNTH-2-1-1-Topic-7-Cell-2,1,2.0,1.0,221.9534345634995,76.03551146245461
SYNTH-2-1-1-Topic-7-Cell-3,1,2.0,1.0,154.21404561588324,104.0182559818382
SYNTH-2-1-1-Topic-7-Cell-4,1,2.0,1.0,244.6730967202666,134.2500281667286
SYNTH-2-2-1-Topic-7-Cell-1,1,2.0,2.0,200.0,200.0
SYNTH-2-2-1-Topic-8-Cell-2,1,2.0,2.0,219.63574880943133,178.5655098336136
SYNTH-2-2-1-Topic-8-Cell-3,1,2.0,2.0,159.04779743296416,203.59403741055414
SYNTH-2-2-1-Topic-8-Cell-4,1,2.0,2.0,239.9568324127756,230.63415648483507
SYNTH-2-2-1-Topic-8-Cell-5,1,2.0,2.0,189.87345028095746,142.75095642032298
SYNTH-2-3-1-Topic-0-Cell-1,1,2.0,3.0,200.0,300.0
SYNTH-2-3-1-Topic-0-Cell-2,1,2.0,3.0,221.9534345634995,276.0355114624546
SYNTH-2-3-1-Topic-4-Cell-3,1,2.0,3.0,154.21404561588324,304.0182559818382
SYNTH-2-3-1-Topic-8-Cell-4,1,2.0,3.0,244.6730967202666,334.2500281667286
SYNTH-2-4-1-Topic-0-Cell-1,1,2.0,4.0,200.0,400.0
SYNTH-2-4-1-Topic-0-Cell-2,1,2.0,4.0,217.92490426071794,380.4330770454125
SYNTH-2-4-1-Topic-0-Cell-3,1,2.0,4.0,162.61592479085584,403.28089227046326
SYNTH-2-4-1-Topic-4-Cell-4,1,2.0,4.0,236.4754307315513,427.96503089481223
SYNTH-2-4-1-Topic-8-Cell-5,1,2.0,4.0,190.755767148638,347.7390123930243
SYNTH-2-4-1-Topic-8-Cell-6,1,2.0,4.0,168.15237665249717,450.0655791981769
SYNTH-2-5-1-Topic-8-Cell-1,1,2.0,5.0,200.0,500.0
SYNTH-2-5-1-Topic-8-Cell-2,1,2.0,5.0,217.92490426071794,480.4330770454125
SYNTH-2-5-1-Topic-9-Cell-3,1,2.0,5.0,162.61592479085584,503.28089227046326
SYNTH-2-5-1-Topic-9-Cell-4,1,2.0,5.0,236.4754307315513,527.9650308948122
SYNTH-2-5-1-Topic-9-Cell-5,1,2.0,5.0,190.755767148638,447.7390123930243
SYNTH-2-5-1-Topic-9-Cell-6,1,2.0,5.0,168.15237665249717,550.0655791981769
SYNTH-2-6-1-Topic-8-Cell-1,1,2.0,6.0,200.0,600.0
SYNTH-2-6-1-Topic-8-Cell-2,1,2.0,6.0,219.63574880943133,578.5655098336136
SYNTH-2-6-1-Topic-8-Cell-3,1,2.0,6.0,159.04779743296416,603.5940374105542
SYNTH-2-6-1-Topic-8-Cell-4,1,2.0,6.0,239.9568324127756,630.6341564848351
SYNTH-2-6-1-Topic-8-Cell-5,1,2.0,6.0,189.87345028095746,542.750956420323
SYNTH-2-7-1-Topic-0-Cell-1,1,2.0,7.0,200.0,700.0
SYNTH-2-7-1-Topic-0-Cell-2,1,2.0,7.0,219.63574880943133,678.5655098336136
SYNTH-2-7-1-Topic-0-Cell-3,1,2.0,7.0,159.04779743296416,703.5940374105542
SYNTH-2-7-1-Topic-8-Cell-4,1,2.0,7.0,239.9568324127756,730.6341564848351
SYNTH-2-7-1-Topic-8-Cell-5,1,2.0,7.0,189.87345028095746,642.750956420323
SYNTH-2-8-1-Topic-7-Cell-1,1,2.0,8.0,200.0,800.0
SYNTH-2-9-1-Topic-0-Cell-1,1,2.0,9.0,200.0,900.0
SYNTH-2-9-1-Topic-0-Cell-2,1,2.0,9.0,217.92490426071794,880.4330770454125
SYNTH-2-9-1-Topic-0-Cell-3,1,2.0,9.0,162.61592479085584,903.2808922704633
SYNTH-2-9-1-Topic-0-Cell-4,1,2.0,9.0,236.4754307315513,927.9650308948122
