Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000028849,Map7d1,Gene Expression,0.3146161737301136,0.0,0.0,28108,1.5607217696086266,1907
ENSMUSG00000047986,Palm3,Gene Expression,0.3038629974217778,0.0,0.0,1179,0.16773629181657868,460
ENSMUSG00000038738,Shank1,Gene Expression,0.2953389710994396,0.0,0.0,20501,1.0284273765213994,1560
ENSMUSG00000026185,Igfbp5,Gene Expression,0.2928903581190602,0.0,0.0,31946,2.0090046193239512,2105
ENSMUSG00000021278,Amn,Gene Expression,0.2879666840904434,0.0,0.0,873,0.14160025228021791,334
ENSMUSG00000035242,Oaz1,Gene Expression,0.2876766275171296,0.0,0.0,17241,2.2559101848631675,2250
ENSMUSG00000051451,Crebzf,Gene Expression,0.2872602520849295,0.0,0.0,42895,3.058305120649127,2364
ENSMUSG00000062563,Cys1,Gene Expression,0.28290531294494364,0.0,0.0,634,0.20764789544081602,276
ENSMUSG00000069237,Fam8a1,Gene Expression,0.26778454204212276,0.0,0.0,22625,2.7933495871463756,2350
ENSMUSG00000022949,Clic6,Gene Expression,0.2664879074426102,0.0,0.0,1097,0.23099844712454085,450
ENSMUSG00000025207,Sema4g,Gene Expression,0.2659663748374698,0.0,0.0,14668,0.7418533418278823,1411
ENSMUSG00000075588,Hoxb2,Gene Expression,0.26298524163494374,0.0,0.0,10811,0.7635039515102257,1490
ENSMUSG00000020902,Ntn1,Gene Expression,0.261337056023076,0.0,0.0,9072,0.39880149519784064,948
ENSMUSG00000036882,Arhgap33,Gene Expression,0.2612874391682084,0.0,0.0,12217,0.5485565327754375,1204
ENSMUSG00000032826,Ank2,Gene Expression,0.2603206266036793,0.0,0.0,22420,1.362633709134959,1790
ENSMUSG00000042659,Arrdc4,Gene Expression,0.2601012991269125,0.0,0.0,2628,0.3087797570031461,884
ENSMUSG00000021685,Otp,Gene Expression,0.25841977625903706,0.0,0.0,14402,0.5494646829071865,1074
ENSMUSG00000063632,Sox11,Gene Expression,0.2576254334834399,0.0,0.0,70965,3.42655710877401,2450
ENSMUSG00000053930,Shisa6,Gene Expression,0.2537561076374486,0.0,0.0,3293,0.1248891075323393,674
ENSMUSG00000037907,Ankrd13b,Gene Expression,0.2503087747006137,0.0,0.0,16568,0.8083560269145585,1466
ENSMUSG00000036139,Hoxc9,Gene Expression,0.24871030178102096,0.0,0.0,7063,0.318522541662905,781
ENSMUSG00000038580,Sct,Gene Expression,0.23784280042809908,0.0,0.0,153,0.09438365034013524,94
ENSMUSG00000038916,Soga3,Gene Expression,0.23080356780097133,0.0,0.0,6007,0.34450995462474904,1001
ENSMUSG00000031728,Zfp821,Gene Expression,0.22890753081606507,0.0,0.0,10878,0.5127825883184755,1243
ENSMUSG00000046899,Prl7a2,Gene Expression,0.22782563712386275,0.0,0.0,102,0.08990103848037877,76
ENSMUSG00000060969,Irx1,Gene Expression,0.22710968569023823,0.0,0.0,5555,0.35904660057100535,974
ENSMUSG00000031661,Nkd1,Gene Expression,0.22390328585172778,0.0,0.0,7761,0.6807284085069067,1460
ENSMUSG00000069917,Hba-a2,Gene Expression,0.22244772305072136,0.0,0.0,537,0.2038477423306816,324
ENSMUSG00000019961,Tmpo,Gene Expression,0.2208640982757543,0.0,0.0,4230,0.720905159494357,1584
ENSMUSG00000090231,Cfb,Gene Expression,0.21755896661013072,0.0,0.0,268,0.05583876650931184,145
ENSMUSG00000027082,Tfpi,Gene Expression,0.21478424505138588,0.0,0.0,128,0.08399645633091596,86
ENSMUSG00000073940,Hbb-bt,Gene Expression,0.2098397625908407,0.0,0.0,104,0.039240080905353615,74
ENSMUSG00000061689,Dlgap4,Gene Expression,0.20892908139619404,0.0,0.0,17815,0.9184723281159418,1542
ENSMUSG00000066036,Ubr4,Gene Expression,0.20720990843842885,0.0,0.0,15531,1.3007331119804333,1819
ENSMUSG00000000690,Hoxb6,Gene Expression,0.20523468134733414,0.0,0.0,8602,0.4940997102537344,1194
ENSMUSG00000037126,Psd,Gene Expression,0.20001566866881423,0.0,0.0,5416,0.23314078614859987,906
ENSMUSG00000061462,Obscn,Gene Expression,0.19727923084582774,0.0,0.0,425,0.049530219121140084,294
ENSMUSG00000047759,Hs3st3a1,Gene Expression,0.1968464610340086,0.0,0.0,512,0.08744640607767577,306
ENSMUSG00000038453,Srcin1,Gene Expression,0.1962693080996639,0.0,0.0,10836,0.6042870780851631,1316
ENSMUSG00000015749,Anp32e,Gene Expression,0.1933756104160975,0.0,0.0,7169,0.6089790229493292,1441
ENSMUSG00000069833,Ahnak,Gene Expression,0.19305139060300378,0.0,0.0,509,0.1403240048974496,308
ENSMUSG00000004980,Hnrnpa2b1,Gene Expression,0.19242700747980843,0.0,0.0,26657,3.4301238932201,2532
ENSMUSG00000021264,Yy1,Gene Expression,0.189314915525659,0.0,0.0,9688,1.2209763282469488,1983
ENSMUSG00000038718,Pbx3,Gene Expression,0.189187737917161,0.0,0.0,6245,0.3396384890688031,1072
ENSMUSG00000037984,Neurod6,Gene Expression,0.18910079745792296,0.0,0.0,4731,0.23743786962592198,824
ENSMUSG00000022099,Dmtn,Gene Expression,0.18499782957258118,0.0,0.0,1797,0.12867759463095818,700
ENSMUSG00000037887,Dusp8,Gene Expression,0.18353618807990937,0.0,0.0,9667,0.5414795943216612,1235
ENSMUSG00000006575,Rundc3a,Gene Expression,0.18327484017302978,0.0,0.0,7333,0.34396362051860113,1028
ENSMUSG00000026837,Col5a1,Gene Expression,0.18305153769123775,0.0,0.0,2175,0.37114232474789394,948
ENSMUSG00000037541,Shank2,Gene Expression,0.18040545502684074,0.0,0.0,4702,0.2281815475430331,879
ENSMUSG00000039630,Hnrnpu,Gene Expression,0.17998446025732934,0.0,0.0,7289,0.6797654613083525,1534
ENSMUSG00000022191,Drosha,Gene Expression,0.17973694147108596,0.0,0.0,20188,1.5731249148954216,2069
ENSMUSG00000003541,Ier3,Gene Expression,0.17749050801126304,0.0,0.0,98,0.04904693399112901,56
ENSMUSG00000023495,Pcbp4,Gene Expression,0.17684065860590267,0.0,0.0,8570,0.4095422386210683,1145
ENSMUSG00000055609,Hba-x,Gene Expression,0.1748570812473804,0.0,0.0,442,0.13220182729533328,273
ENSMUSG00000029595,Lhx5,Gene Expression,0.17482770684944363,0.0,0.0,3818,0.17811654347916026,798
ENSMUSG00000048070,Pirt,Gene Expression,0.17481123433955245,0.0,0.0,20,0.0013394985575061848,13
ENSMUSG00000042499,Hoxd11,Gene Expression,0.17478378813445308,0.0,0.0,41,0.011210624169099674,30
ENSMUSG00000000093,Tbx2,Gene Expression,0.1746287124352291,0.0,0.0,121,0.02222360153410003,97
ENSMUSG00000044857,Lemd2,Gene Expression,0.17131468831368754,0.0,0.0,16962,1.6733029182352637,2064
ENSMUSG00000043342,Hoxd9,Gene Expression,0.17085256843606006,0.0,0.0,736,0.0386905643294196,212
ENSMUSG00000026676,Ccdc3,Gene Expression,0.16846012624114234,0.0,0.0,1658,0.09717756195514911,325
ENSMUSG00000048583,Igf2,Gene Expression,0.16826810554102403,0.0,0.0,1449,0.2770194484723587,686
ENSMUSG00000022054,Nefm,Gene Expression,0.16792937211087866,0.0,0.0,939,0.08370335867849914,378
ENSMUSG00000040794,C1qtnf4,Gene Expression,0.1672281549505942,0.0,0.0,7651,0.3917790001683082,1058
ENSMUSG00000039982,Dtx4,Gene Expression,0.16659338186441275,0.0,0.0,10258,0.48328300634353066,1236
ENSMUSG00000072214,Sept5,Gene Expression,0.16178832637621496,0.0,0.0,6258,0.3255164569366252,1067
ENSMUSG00000032083,Apoa1,Gene Expression,0.1607127952313344,0.0,0.0,178,0.031320492276587036,89
ENSMUSG00000022485,Hoxc5,Gene Expression,0.1601724068577565,0.0,0.0,6927,0.37907523364401624,1125
ENSMUSG00000047632,Fgfbp3,Gene Expression,0.15890055583480542,0.0,0.0,4265,0.16029346418097926,592
ENSMUSG00000018379,Srsf1,Gene Expression,0.1587054064306866,0.0,0.0,19964,1.17444338493087,1800
ENSMUSG00000026934,Lhx3,Gene Expression,0.15867058926184868,0.0,0.0,1234,0.051227900196625535,355
ENSMUSG00000031765,Mt1,Gene Expression,0.15832320564461358,0.0,0.0,322,0.07048030180159869,196
ENSMUSG00000024990,Rbp4,Gene Expression,0.1580825474606659,0.0,0.0,278,0.0622371311504231,147
ENSMUSG00000070576,Mn1,Gene Expression,0.15803156692759512,0.0,0.0,7187,0.4999369225838129,1262
ENSMUSG00000091519,Skor2,Gene Expression,0.15638446703876516,0.0,0.0,916,0.044480113957738626,358
ENSMUSG00000004892,Bcan,Gene Expression,0.15616031629921998,0.0,0.0,2951,0.09433282267438899,470
ENSMUSG00000062661,Ncs1,Gene Expression,0.15605341507587078,0.0,0.0,6859,0.3444899096427041,1068
ENSMUSG00000064125,Prr36,Gene Expression,0.15511535671135948,0.0,0.0,3912,0.15262197054812837,795
ENSMUSG00000052957,Gas1,Gene Expression,0.15371835289905011,0.0,0.0,742,0.14244340323644875,458
ENSMUSG00000048644,Ctxn1,Gene Expression,0.15239722685576926,0.0,0.0,11850,0.6220474261586209,1335
ENSMUSG00000055430,Nap1l5,Gene Expression,0.1513449529351194,0.0,0.0,3864,0.160633626902572,765
ENSMUSG00000018537,Pcgf2,Gene Expression,0.1510341391781334,0.0,0.0,8842,0.48307023676492,1272
ENSMUSG00000006362,Cbfa2t3,Gene Expression,0.14978150303423735,0.0,0.0,5585,0.3037410706909274,968
ENSMUSG00000020048,Hsp90b1,Gene Expression,0.1472674328029439,0.0,0.0,3052,0.4119393332674223,1128
ENSMUSG00000024462,Gabbr1,Gene Expression,0.1464807387040557,0.0,0.0,18094,1.0302576559742218,1709
ENSMUSG00000030122,Ptms,Gene Expression,0.14448765866379365,0.0,0.0,28591,2.099070785372589,2188
ENSMUSG00000074652,Myh7b,Gene Expression,0.1441983841552776,0.0,0.0,227,0.0570691188691445,134
ENSMUSG00000039481,Nrtn,Gene Expression,0.14228712327055107,0.0,0.0,303,0.08383866346022065,190
ENSMUSG00000006490,Prl8a9,Gene Expression,0.1415584481852305,0.0,0.0,66,0.05763173360079086,58
ENSMUSG00000035873,Pawr,Gene Expression,0.1412281274920545,0.0,0.0,806,0.1400834970503171,446
ENSMUSG00000044349,Snhg11,Gene Expression,0.14027579592455258,0.0,0.0,3287,0.23370921329624342,839
ENSMUSG00000055639,Dach1,Gene Expression,0.1402263060526605,0.0,0.0,4555,0.20765939065914105,872
ENSMUSG00000042978,Sbk1,Gene Expression,0.1394966557716645,0.0,0.0,15781,1.012664902513616,1639
ENSMUSG00000021411,Pxdc1,Gene Expression,0.13808953260489135,0.0,0.0,1050,0.20137364214396034,547
ENSMUSG00000017817,Jph2,Gene Expression,0.1376800285452559,0.0,0.0,133,0.03700268712486519,95
ENSMUSG00000038700,Hoxb5,Gene Expression,0.13744894806393687,0.0,0.0,5614,0.2872276910071405,977
ENSMUSG00000031865,Dctn1,Gene Expression,0.13692984584251086,0.0,0.0,6236,0.36159316850717116,1105
ENSMUSG00000034656,Cacna1a,Gene Expression,0.13675051486495224,0.0,0.0,4500,0.259538797270772,1003
ENSMUSG00000032368,Zic1,Gene Expression,0.1363847861321051,0.0,0.0,1312,0.08686802132630443,396
ENSMUSG00000022208,Jph4,Gene Expression,0.13465912579044143,0.0,0.0,5524,0.3101970375087676,1013
ENSMUSG00000001027,Scn4a,Gene Expression,0.13330805756567482,0.0,0.0,9,0.0009205804140377837,7
ENSMUSG00000095180,Rhox5,Gene Expression,0.13324018165520018,0.0,0.0,167,0.051032022674000935,100
ENSMUSG00000020135,Apc2,Gene Expression,0.13182532271491634,0.0,0.0,3941,0.19225468286554018,858
ENSMUSG00000026458,Ppfia4,Gene Expression,0.13181426597375448,0.0,0.0,1857,0.19202632274879367,816
ENSMUSG00000052187,Hbb-y,Gene Expression,0.13126978557278157,0.0,0.0,326,0.10756643206613922,209
ENSMUSG00000002763,Pex6,Gene Expression,0.12865900277258704,0.0,0.0,2117,0.26382415698263884,920
ENSMUSG00000026499,Acbd3,Gene Expression,0.12616102787213349,0.0,0.0,4404,0.5335829496967986,1425
ENSMUSG00000031762,Mt2,Gene Expression,0.12449687267600298,0.0,0.0,108,0.01774854539907987,67
ENSMUSG00000025020,Slit1,Gene Expression,0.12442503585222746,0.0,0.0,2230,0.08372952385750976,545
ENSMUSG00000028072,Ntrk1,Gene Expression,0.12405433973809123,0.0,0.0,72,0.00873847786343797,40
ENSMUSG00000040856,Dlk1,Gene Expression,0.12176116067153021,0.0,0.0,1731,0.18845283849667707,796
ENSMUSG00000000942,Hoxa4,Gene Expression,0.12174573480135667,0.0,0.0,3524,0.18862457863768234,825
ENSMUSG00000054708,Ankrd24,Gene Expression,0.1209096266293316,0.0,0.0,4884,0.4925673766651796,1369
ENSMUSG00000053046,Brsk2,Gene Expression,0.11961154923616114,0.0,0.0,4560,0.23984284392215546,898
ENSMUSG00000071014,Ndufb6,Gene Expression,0.11948799790713083,0.0,0.0,942,0.13459117697651987,570
ENSMUSG00000022185,Acin1,Gene Expression,0.11905275494070905,0.0,0.0,7431,0.44867854520177125,1250
ENSMUSG00000028799,Zfp362,Gene Expression,0.11890427263581956,0.0,0.0,9242,0.5118027527034338,1307
ENSMUSG00000053080,2700081O15Rik,Gene Expression,0.11617064362345789,0.0,0.0,4855,0.2386661603752039,970
ENSMUSG00000061911,Myt1l,Gene Expression,0.11507497832151989,0.0,0.0,3393,0.15377085458294706,772
ENSMUSG00000039349,C130074G19Rik,Gene Expression,0.11506562711627996,0.0,0.0,249,0.05043989913279339,148
ENSMUSG00000048537,Phldb1,Gene Expression,0.11359202490796677,0.0,0.0,5491,0.42604180963661276,1279
ENSMUSG00000026956,Uap1l1,Gene Expression,0.11295232790199215,0.0,0.0,163,0.025073678935970217,86
ENSMUSG00000061603,Akap6,Gene Expression,0.11281189445694839,0.0,0.0,3971,0.1893014786123369,820
ENSMUSG00000038733,Wdr26,Gene Expression,0.11260563048024215,0.0,0.0,7129,0.37538895903528596,1177
ENSMUSG00000021215,Net1,Gene Expression,0.11199017699667335,0.0,0.0,957,0.12979266022072042,607
ENSMUSG00000022245,Skor1,Gene Expression,0.11179104656979877,0.0,0.0,1930,0.12274909267924881,537
ENSMUSG00000041642,Kif21b,Gene Expression,0.11138866074718069,0.0,0.0,3567,0.16919939598997658,804
ENSMUSG00000039782,Cpeb2,Gene Expression,0.11124199243261436,0.0,0.0,4725,0.2751991718830156,951
ENSMUSG00000024403,Atp6v1g2,Gene Expression,0.11094726651560893,0.0,0.0,3528,0.17273081506997914,838
ENSMUSG00000024871,Doc2g,Gene Expression,0.1108969387525354,0.0,0.0,25,0.0004065103182342819,22
ENSMUSG00000038002,Cramp1l,Gene Expression,0.1105592647798029,0.0,0.0,5998,0.7764026227928724,1717
ENSMUSG00000054074,Skida1,Gene Expression,0.1100321885203121,0.0,0.0,3056,0.15568786219947567,783
ENSMUSG00000021495,Fam193b,Gene Expression,0.10950185560101416,0.0,0.0,6397,0.4276925355366133,1256
ENSMUSG00000061808,Ttr,Gene Expression,0.1092224181411642,0.0,0.0,167,0.03241785301320474,91
ENSMUSG00000034245,Hdac11,Gene Expression,0.10912967356535008,0.0,0.0,5039,0.3083305733942635,1087
ENSMUSG00000049932,H2afx,Gene Expression,0.10898930489007023,0.0,0.0,7915,0.6714168001026094,1567
ENSMUSG00000046591,Ticrr,Gene Expression,0.10836087701321104,0.0,0.0,649,0.13811016763978212,480
ENSMUSG00000062705,Tpbpb,Gene Expression,0.10800882372102105,0.0,0.0,53,0.04037057239415979,42
ENSMUSG00000039741,Bahcc1,Gene Expression,0.10757243797708577,0.0,0.0,3706,0.18764427609300577,851
ENSMUSG00000030732,Chrdl2,Gene Expression,0.1074798326843729,0.0,0.0,7,0.0020846288397211583,7
ENSMUSG00000006651,Aplp1,Gene Expression,0.10688297978983469,0.0,0.0,4177,0.20062470401279933,896
ENSMUSG00000021492,F12,Gene Expression,0.10666328489752477,0.0,0.0,32,0.005879306062249107,24
ENSMUSG00000026147,Col9a1,Gene Expression,0.10653799322444744,0.0,0.0,227,0.07129308666606343,164
ENSMUSG00000070867,Trabd2b,Gene Expression,0.1062872725493076,0.0,0.0,319,0.015562955137185048,112
ENSMUSG00000055360,Prl2c5,Gene Expression,0.10620303155252594,0.0,0.0,56,0.04091753820254757,52
ENSMUSG00000026389,Steap3,Gene Expression,0.10590181023715545,0.0,0.0,57,0.012312009854255585,47
ENSMUSG00000049539,Hist1h1a,Gene Expression,0.10552213510259953,0.0,0.0,386,0.09358607485069732,294
ENSMUSG00000055210,Foxd2,Gene Expression,0.105256717400213,0.0,0.0,117,0.037024366295688046,94
ENSMUSG00000027223,Mapk8ip1,Gene Expression,0.10446756671754781,0.0,0.0,4028,0.2200195218670474,960
ENSMUSG00000061410,Zcchc14,Gene Expression,0.10446437637263219,0.0,0.0,5153,0.3060454072152054,1068
ENSMUSG00000033676,Gabrb3,Gene Expression,0.10438980247109156,0.0,0.0,3465,0.1809111870337392,837
ENSMUSG00000042524,Sun2,Gene Expression,0.10421843544212181,0.0,0.0,3066,0.14391655880050436,819
ENSMUSG00000020092,Pald1,Gene Expression,0.10398342926505416,0.0,0.0,1797,0.06927860252590146,463
ENSMUSG00000026227,2810459M11Rik,Gene Expression,0.10376572698661929,0.0,0.0,301,0.04031276991589768,184
ENSMUSG00000028354,Fmn2,Gene Expression,0.1032857305009127,0.0,0.0,5619,0.27258487233177564,974
ENSMUSG00000034685,Fam171a2,Gene Expression,0.10309317852487662,0.0,0.0,5632,0.3392718413782485,1110
ENSMUSG00000026576,Atp1b1,Gene Expression,0.10275633006778914,0.0,0.0,2630,0.15901795890930043,810
ENSMUSG00000040690,Col16a1,Gene Expression,0.10269566964416217,0.0,0.0,664,0.08611881969121388,397
ENSMUSG00000040260,Daam2,Gene Expression,0.10265390666570393,0.0,0.0,1804,0.07148053632754645,418
ENSMUSG00000057060,Slc35f3,Gene Expression,0.10192916936258593,0.0,0.0,4,4.4212689062708554e-05,4
ENSMUSG00000043099,Hic1,Gene Expression,0.1018861163563124,0.0,0.0,513,0.10690705040316889,387
ENSMUSG00000042918,Mamstr,Gene Expression,0.10129668586358953,0.0,0.0,244,0.04519233547124531,172
ENSMUSG00000055538,Zcchc24,Gene Expression,0.10117409107577789,0.0,0.0,1097,0.13012874498002977,587
ENSMUSG00000045515,Pou3f3,Gene Expression,0.09920628237096128,0.0,0.0,2908,0.1398133348321005,745
ENSMUSG00000074884,Serf2,Gene Expression,0.09911948596931568,0.0,0.0,3618,0.3475711934130046,1168
ENSMUSG00000043323,Fbrsl1,Gene Expression,0.09893602042026144,0.0,0.0,7969,0.48714274547924263,1297
ENSMUSG00000095139,Pou3f2,Gene Expression,0.09865323853129365,0.0,0.0,1978,0.08359090632879819,624
ENSMUSG00000075394,Hoxc4,Gene Expression,0.09861807401471558,0.0,0.0,3763,0.18274461277373388,838
ENSMUSG00000079466,Prdm12,Gene Expression,0.0980759923900697,0.0,0.0,18,0.0009718633097881763,11
ENSMUSG00000063511,Snrnp70,Gene Expression,0.097910144243029,0.0,0.0,5797,0.6009603137568461,1509
ENSMUSG00000022119,Rbm26,Gene Expression,0.0977908478792108,0.0,0.0,9374,0.6527406412262791,1514
ENSMUSG00000063810,Alms1,Gene Expression,0.09698127416841855,0.0,0.0,7111,0.6104630680431201,1510
ENSMUSG00000032878,Ccdc85a,Gene Expression,0.0969202991677112,0.0,0.0,3043,0.16452497661268856,778
ENSMUSG00000032978,Guca2b,Gene Expression,0.09638584522958654,0.0,0.0,39,0.011669793209732354,26
ENSMUSG00000066129,Kndc1,Gene Expression,0.09569534698475228,0.0,0.0,1776,0.07774379903292346,625
ENSMUSG00000034161,Scx,Gene Expression,0.09557607911007156,0.0,0.0,383,0.0770964231370894,298
ENSMUSG00000053411,Cbx7,Gene Expression,0.09524998255761774,0.0,0.0,165,0.031070384649362414,122
ENSMUSG00000035946,Gsx2,Gene Expression,0.09521528810214219,0.0,0.0,110,0.0039563286029262726,45
ENSMUSG00000023473,Celsr3,Gene Expression,0.09400301157848137,0.0,0.0,2203,0.12158613572139364,712
ENSMUSG00000021194,Chga,Gene Expression,0.09392374473460129,0.0,0.0,2756,0.14643439785337378,773
ENSMUSG00000025467,Prap1,Gene Expression,0.09356885843286562,0.0,0.0,118,0.05005355946910516,64
ENSMUSG00000033768,Nrxn2,Gene Expression,0.09347356700084812,0.0,0.0,3343,0.1576147226626215,784
ENSMUSG00000072437,Nanos1,Gene Expression,0.09293689040387601,0.0,0.0,1897,0.10662821976431287,682
ENSMUSG00000036622,Atp13a2,Gene Expression,0.09271927812627775,0.0,0.0,2261,0.12118045292078762,774
ENSMUSG00000047547,Cltb,Gene Expression,0.09267591505038059,0.0,0.0,3865,0.20949775623051278,909
ENSMUSG00000054932,Afp,Gene Expression,0.09264104673796335,0.0,0.0,163,0.04170886141773278,91
ENSMUSG00000025854,Fam20c,Gene Expression,0.09247122968658857,0.0,0.0,1885,0.09380782556235889,683
ENSMUSG00000062542,Syt9,Gene Expression,0.09231016935313317,0.0,0.0,743,0.04645799125127454,425
ENSMUSG00000075590,Nrbp2,Gene Expression,0.09194963334054568,0.0,0.0,2271,0.1083407413717168,600
ENSMUSG00000030397,Mark4,Gene Expression,0.09185169596888898,0.0,0.0,5975,0.4063391922995245,1245
ENSMUSG00000021036,Sptlc2,Gene Expression,0.09180549153993836,0.0,0.0,2052,0.22955288186187894,863
ENSMUSG00000026587,Astn1,Gene Expression,0.09169536137643435,0.0,0.0,4597,0.2569474044717426,968
ENSMUSG00000021613,Hapln1,Gene Expression,0.09089846543201424,0.0,0.0,2,0.001514907764907765,2
ENSMUSG00000028613,Lrp8,Gene Expression,0.09038214450895346,0.0,0.0,3054,0.1665166088052179,844
ENSMUSG00000038193,Hand2,Gene Expression,0.09021947363098498,0.0,0.0,34,0.008648153096333662,26
ENSMUSG00000034108,Ccs,Gene Expression,0.08969115545766358,0.0,0.0,2,2.08537254896173e-05,2
ENSMUSG00000036306,Lzts1,Gene Expression,0.08953244863483825,0.0,0.0,271,0.009629249272112202,179
ENSMUSG00000094626,Tmem121b,Gene Expression,0.08940608697000714,0.0,0.0,2132,0.11003775874692968,721
ENSMUSG00000003863,Ppfia3,Gene Expression,0.0893678032548749,0.0,0.0,2875,0.15690554357336908,813
ENSMUSG00000047591,Mafa,Gene Expression,0.08870581215966833,0.0,0.0,973,0.05498880834770471,421
ENSMUSG00000033209,Ttc28,Gene Expression,0.08868844308114042,0.0,0.0,3432,0.17544932740150265,820
ENSMUSG00000021010,Npas3,Gene Expression,0.08783791502330485,0.0,0.0,4785,0.336717133963574,1103
ENSMUSG00000029576,Radil,Gene Expression,0.08728162628134889,0.0,0.0,1241,0.047095452874840585,538
ENSMUSG00000037025,Foxa2,Gene Expression,0.08708228943024098,0.0,0.0,553,0.031172025348988427,172
ENSMUSG00000036611,Eepd1,Gene Expression,0.08706563170456597,0.0,0.0,42,0.0024624215988987585,33
ENSMUSG00000040841,Six5,Gene Expression,0.0869731589416559,0.0,0.0,819,0.17603611243247563,538
ENSMUSG00000021111,Papola,Gene Expression,0.08682301928719705,0.0,0.0,6387,0.4335464563369407,1308
ENSMUSG00000037552,Plekhg2,Gene Expression,0.08654086605455516,0.0,0.0,5047,0.3122335648971781,1097
ENSMUSG00000041037,Irgq,Gene Expression,0.08639248173461632,0.0,0.0,6154,0.3469105424955983,1156
ENSMUSG00000052430,Bmpr1b,Gene Expression,0.0856537962779317,0.0,0.0,2,2.3990199772719518e-05,2
ENSMUSG00000020917,Acly,Gene Expression,0.08558134894844016,0.0,0.0,4657,0.2660200812485861,1022
ENSMUSG00000041096,Tspyl2,Gene Expression,0.08539126604784268,0.0,0.0,2516,0.1407601879196291,784
ENSMUSG00000032637,Atxn2l,Gene Expression,0.08531203136706245,0.0,0.0,3169,0.1684120338108153,846
ENSMUSG00000056501,Cebpb,Gene Expression,0.08454673020225797,0.0,0.0,107,0.03495901480510664,88
ENSMUSG00000026553,Copa,Gene Expression,0.08451687998888263,0.0,0.0,43,0.013786744839357974,38
ENSMUSG00000009394,Syn2,Gene Expression,0.08419633426857528,0.0,0.0,2566,0.12158603923092065,730
ENSMUSG00000058152,Chsy3,Gene Expression,0.08417347870623511,0.0,0.0,3243,0.30489396744623637,1077
ENSMUSG00000019494,Cops6,Gene Expression,0.08392467401377297,0.0,0.0,138,0.0025981603870362073,104
ENSMUSG00000030934,Oat,Gene Expression,0.08385647309083842,0.0,0.0,12,0.0011504590990193892,11
ENSMUSG00000032515,Csrnp1,Gene Expression,0.08357900772004936,0.0,0.0,212,0.07303173406210653,161
ENSMUSG00000018593,Sparc,Gene Expression,0.08356358139774855,0.0,0.0,436,0.0911475790229283,306
ENSMUSG00000033350,Chst2,Gene Expression,0.08341681097842678,0.0,0.0,2178,0.09377563808066425,678
ENSMUSG00000030854,Ptpn5,Gene Expression,0.08320957754092284,0.0,0.0,4427,0.25841805702588844,986
ENSMUSG00000022199,Slc22a17,Gene Expression,0.08315078119871473,0.0,0.0,4304,0.23994112163123474,1000
